p1,p2,count
60,243,0.00021710282067827493
60,523,0.0004140716402962661
60,357,2.2162789492947446e-05
63,357,0.00020982997380861003
63,243,0.00035858671803221543
63,403,4.950801317193641e-05
63,551,4.950801317193641e-05
63,609,4.950801317193641e-05
63,265,4.950801317193641e-05
63,513,6.781884045049268e-05
63,64,9.901602634387282e-05
63,216,4.950801317193641e-05
63,426,4.950801317193641e-05
63,472,6.146220307532217e-05
63,484,3.7439989070684104e-05
64,260,6.751029370865081e-05
64,630,0.0003375514685432541
64,146,0.0001340809953998304
64,450,6.751029370865081e-05
64,78,0.0001260958814513344
64,243,0.000835657602430978
64,493,0.00013455772470988522
64,389,0.00020253088112595245
64,479,6.751029370865081e-05
65,469,0.0001312596879153547
65,121,7.644315101231348e-05
65,207,0.00018000602754334475
65,221,2.776338295672278e-05
65,293,5.2024908343585375e-05
65,357,0.00013297673695768466
65,397,1.7507343367448173e-05
65,493,4.4698287334156276e-05
65,525,0.00016555957519263375
65,541,4.2670231806782025e-05
65,543,8.218426051070399e-05
65,559,1.5461023169898674e-05
65,573,3.2435767450358814e-05
65,593,2.0286255821915977e-05
65,601,2.7423633034399665e-05
65,603,0.0001157503294224285
65,621,5.4079742725801294e-05
65,186,0.0002625193758307094
65,630,0.0022314146945610304
65,100,0.0002625193758307094
65,636,0.0005250387516614188
65,298,0.0001312596879153547
65,78,6.30479407256672e-05
65,102,3.8984200280406204e-05
65,108,0.00011061234102730063
65,136,3.798824120689797e-05
65,142,0.0001536641576897546
65,188,5.6482230890239164e-05
65,208,0.0002898943088503754
65,240,1.9507582834298078e-05
65,270,0.00021278987671706883
65,276,4.030958103135219e-05
65,278,4.6008063047557176e-05
65,280,5.982016456288228e-05
65,322,9.148499682760978e-05
65,334,1.6450706890948046e-05
65,368,0.0001498493396861982
65,388,9.995665392174492e-05
65,450,6.435516418479251e-05
65,572,9.907533952657094e-05
65,578,2.160165541100537e-05
65,586,9.206373824360048e-05
65,608,7.277338585895743e-05
78,146,0.00035204781543943817
78,456,0.0002521917629026688
78,208,0.0030459463782159255
78,636,0.0008729674371216623
78,260,0.0013251260196832635
78,608,0.0023770406678716503
78,446,0.0010716947519392947
78,380,6.30479407256672e-05
78,634,0.0005707175501724609
78,550,0.0001260958814513344
78,94,6.30479407256672e-05
78,100,0.0001891438221770016
78,186,0.0002696777074334183
78,572,9.907533952657094e-05
78,357,0.0003851684998603535
78,355,0.0003564018653798514
78,143,0.0001260958814513344
78,359,0.0018117224072414155
78,237,0.0001260958814513344
78,629,0.000315239703628336
78,389,6.30479407256672e-05
78,627,6.30479407256672e-05
78,423,0.0003191780508804997
78,391,0.0001260958814513344
78,591,8.73738763132667e-05
79,627,0.00019124029999298056
79,357,0.0007166342101448778
79,478,0.00013441780002846498
79,228,0.000165555762430789
79,108,2.7653085256825157e-05
83,588,0.0004705562584883721
83,580,8.883507227608677e-05
83,94,2.9611690758695592e-05
83,472,0.00011844676303478237
84,118,4.856978049155241e-05
84,280,4.856978049155241e-05
84,384,9.713956098310482e-05
84,456,0.00019427912196620965
84,380,4.856978049155241e-05
84,260,4.856978049155241e-05
84,322,4.856978049155241e-05
84,374,0.0003174141939566707
84,334,1.6450706890948046e-05
84,386,3.496511096881052e-05
84,389,0.00014570934147465722
84,315,4.856978049155241e-05
84,355,4.856978049155241e-05
84,627,0.00019427912196620965
84,629,0.00017981895236886985
84,143,4.856978049155241e-05
84,369,0.0006573431350111578
84,359,0.00011708912159963966
84,391,0.0003904181419467968
84,565,0.0005148396547804892
84,621,5.4079742725801294e-05
88,94,0.0004355159088832788
88,150,0.000674453805793329
88,590,0.0002119009785187412
88,142,5.122138589658487e-05
88,225,0.000471038096987819
88,523,0.000717334437324847
88,243,0.0007720079352889287
88,299,0.00012087828195204899
88,493,2.2349143667078138e-05
92,630,0.00033714666239527185
92,108,0.0006698686253627354
92,270,5.619111039921197e-05
92,260,0.0008215815108013839
92,186,0.0005731229110834293
92,208,5.797886177007507e-05
92,450,3.217758209239626e-05
92,207,0.00025857634496930827
92,243,0.00011238222079842395
94,244,0.003505321172353281
94,166,0.0061572779255430424
94,550,0.006237249633899513
94,150,0.003810173710821594
94,142,0.0009448121890662726
94,572,0.0018896243781325451
94,156,0.00028218800407723925
94,264,0.0001657544851581403
94,278,1.5336021015852392e-05
94,368,0.0005993973587447928
94,426,9.53805908783557e-05
94,428,0.0001897152275065632
94,472,6.146220307532217e-05
94,578,0.00012960993246603224
94,580,0.00013905799219584997
94,588,0.00023366273241880734
94,590,0.0004003740533458896
94,618,2.4690132781971967e-05
94,441,0.015449576604288981
94,159,0.0016270108066108147
94,377,0.012545904098627644
94,225,0.005766884491320388
94,577,0.0018896243781325451
94,403,0.0013350196725763577
94,243,0.001265921519755212
94,129,0.000612106165498126
94,169,0.00010943135519381435
94,179,0.00013027740696349062
94,249,0.0001251413225955122
94,299,0.00012087828195204899
94,357,2.2162789492947446e-05
94,459,3.727998226455626e-05
94,479,6.642969301549411e-05
94,513,6.781884045049268e-05
94,523,9.393950948052276e-05
94,551,0.002777581156521866
94,559,3.092204633979735e-05
100,608,0.0006641843525718673
100,374,0.0007387496440707759
100,208,5.797886177007507e-05
100,446,6.934071075852915e-05
100,359,0.0006641843525718673
100,525,0.0003311191503852675
102,270,0.0009518664572196213
102,630,0.00019492100140203102
102,304,1.9492100140203102e-05
102,494,0.0001169526008412186
102,188,3.8984200280406204e-05
102,142,1.9492100140203102e-05
102,318,1.9492100140203102e-05
102,572,4.953766976328547e-05
102,243,0.0021374718647018498
102,579,3.8984200280406204e-05
102,389,7.796840056081241e-05
102,365,1.9492100140203102e-05
102,479,7.796840056081241e-05
102,573,1.9492100140203102e-05
102,513,1.9492100140203102e-05
102,601,1.3711816517199832e-05
108,260,0.0009833470098276344
108,630,0.0008851071077495313
108,450,0.0008150068587112443
108,532,0.0007953365950790189
108,270,5.5306170513650314e-05
108,208,0.0008946633205515266
108,228,2.7653085256825157e-05
108,478,5.5306170513650314e-05
108,243,0.00011061234102730063
108,207,0.0009374659398534006
108,389,0.0002765308525682516
108,629,8.295925577047547e-05
108,357,9.414145373566749e-05
108,601,1.3711816517199832e-05
118,270,4.184558398790567e-05
118,368,2.0922791993952836e-05
118,618,0.00017868435831568008
118,240,0.0008196238244413878
118,278,0.00011994998098561656
118,142,0.00021860372184820756
118,578,6.27683759818585e-05
118,389,0.0011838467092715216
118,189,0.000938713861549723
118,245,0.00010461395996976417
118,593,0.0001641996550914384
118,243,0.00024424583332028114
118,559,1.5461023169898674e-05
119,549,0.00031272873112512146
119,221,0.0001841277485192835
119,559,0.0002336694814120541
119,245,0.00015636436556256073
119,293,5.2024908343585375e-05
119,550,0.001291015356364247
119,552,0.00015636436556256073
121,243,0.00047399563271356655
121,472,0.0006879883591108213
121,162,0.0015526871222036305
128,280,8.973024684432342e-05
128,357,0.0018532440260108946
128,389,0.001959757499171921
128,143,0.0017328393873387918
128,359,6.851934110808725e-05
128,541,4.2670231806782025e-05
128,593,0.00010143127910957989
129,243,0.002026985657718601
129,551,0.0025307137856248442
129,377,0.000612106165498126
129,249,0.000625706612977561
129,573,9.730730235107645e-05
129,601,9.598271562039883e-05
129,166,0.000612106165498126
129,268,0.00215116224642173
129,550,0.006329545454870213
129,156,0.0011764821736526044
129,552,0.00020890957248749395
130,136,0.00017553278837903127
130,280,7.575826467215225e-05
130,334,0.0002562034336909027
130,428,4.584818239071111e-05
130,588,0.00041263364151639993
130,134,0.0008516254370164748
130,586,9.206373824360048e-05
130,389,0.00045848182390711105
130,629,4.584818239071111e-05
134,136,0.0002671179684164127
134,368,3.8588381190961395e-05
134,588,0.0003858838119096139
134,366,0.00040783400573958615
134,334,0.00026382150559141657
134,428,3.8588381190961395e-05
134,280,2.991008228144114e-05
134,389,0.0007717676238192279
134,371,0.0003796590758856597
134,629,0.0001984445349586492
134,375,0.00021800044110925165
136,280,6.789832348833911e-05
136,276,3.798824120689797e-05
136,334,1.6450706890948046e-05
136,586,0.00018412747648720095
136,389,0.0013890912333774392
136,371,7.597648241379594e-05
136,593,0.00017223922064950786
136,391,3.798824120689797e-05
136,629,8.267939138576501e-05
142,572,0.0013065002913117156
142,550,0.0005122138589658487
142,630,0.001173785425230852
142,264,5.122138589658487e-05
142,578,0.0002993102403049351
142,248,5.122138589658487e-05
142,258,0.0001993017418040078
142,270,0.0003152326485102386
142,278,0.0002045815960551088
142,308,0.0005111442699160401
142,624,0.0002477831031593224
142,260,0.0001536641576897546
142,188,0.00016944669267071749
142,240,1.9507582834298078e-05
142,268,0.0001539056080923604
142,276,4.030958103135219e-05
142,280,0.00047856131650305826
142,304,0.0002966164220695274
142,334,4.935212067284414e-05
142,368,0.0001498493396861982
142,532,0.00012113744497125785
142,618,4.9380265563943935e-05
142,628,0.00015059549039279712
142,243,0.005539715027513439
142,517,0.0007202922991358632
142,389,0.0030780458526409333
142,551,5.122138589658487e-05
142,245,0.0002048855435863395
142,559,0.00021550825036934927
142,543,0.0007081203622917963
142,357,0.00025068649133311186
142,493,0.0006267394252810318
142,541,0.00010811502830562758
142,315,0.00033316874781706316
142,293,0.0007251346270221933
142,579,5.122138589658487e-05
142,151,3.3815672215425814e-05
142,237,0.00043202532374391205
142,377,0.00029661093875818674
142,601,5.484726606879933e-05
143,357,0.000405216260015845
143,355,0.0025323405824078044
143,359,0.00034259670554043627
143,559,1.5461023169898674e-05
143,627,0.0005059487056765708
143,456,0.0008452083752502496
143,478,0.0005888046251022155
143,380,0.0002013138098090706
143,384,7.763384432045182e-05
143,608,7.277338585895743e-05
143,634,0.00019242990581845771
146,630,0.00023299745591912855
146,298,9.985605253676937e-05
146,208,0.0012615973056159275
146,478,3.3285350845589794e-05
146,428,9.985605253676937e-05
146,426,4.769029543917785e-05
146,450,3.217758209239626e-05
146,479,0.00016642675422794896
146,573,0.0002654332233694874
146,579,6.657070169117959e-05
146,243,0.00032698141957241875
146,357,0.0005542344037483606
146,471,0.0005047242096013724
146,237,0.00026628280676471835
146,199,0.000636838072179982
146,207,4.5001506885836186e-05
150,264,0.00029379110733741023
150,270,0.00021278987671706883
150,578,2.160165541100537e-05
150,590,6.67290088909816e-05
150,225,0.007304223646771613
150,523,0.0013576020740417847
150,377,0.00012803662217926993
150,403,0.00025607324435853986
150,577,0.00038410986653780976
150,441,0.0016325069541381393
150,159,0.0004266228987446754
150,299,0.0003697931860833679
150,493,0.00019508405318050434
150,151,3.3815672215425814e-05
150,293,5.2024908343585375e-05
151,225,3.3815672215425814e-05
151,517,0.0001708723403699401
151,573,0.0002650057586631385
151,341,0.00022016625814613895
151,549,0.00010144701664627746
151,559,1.5461023169898674e-05
151,550,0.0014157874425017075
151,552,0.00020289403329255492
151,156,6.763134443085163e-05
151,264,3.3815672215425814e-05
151,484,2.49599927137894e-05
156,550,0.002822256672341727
156,580,0.0008465640122317177
156,341,0.00015326369120702965
156,573,0.00012974306980143526
159,299,0.0031063645548518566
159,441,0.00017054965438613554
159,609,0.00017054965438613554
159,293,0.0020117711848449352
159,579,0.0005168215394117868
159,479,0.0010341356635875589
159,225,0.00036138831546459957
159,377,0.00029661093875818674
159,493,2.2349143667078138e-05
159,573,3.2435767450358814e-05
159,603,3.85834431408095e-05
159,264,0.0003363041395442758
159,550,0.00017054965438613554
159,448,0.00010600319816520413
159,618,2.4690132781971967e-05
162,572,0.00018822838282102456
162,551,0.00018822838282102456
166,202,0.006572730956589954
166,550,0.0037783956571054086
166,244,0.002034862287759712
166,578,0.00010800827705502686
166,590,6.67290088909816e-05
166,551,0.0011076137861147418
166,169,0.0024340902826171123
166,377,0.0005932218775163735
166,441,0.0004961619216208948
169,357,0.0009003788155853079
169,393,0.00010943135519381435
169,355,0.00020842020495436515
169,359,6.851934110808725e-05
169,478,0.00016683163722416698
179,551,0.00013027740696349062
179,389,0.00026055481392698123
179,513,0.00013027740696349062
179,397,3.5014686734896346e-05
179,541,0.00011378728481808542
179,368,0.0006905309002628682
179,426,0.0003559354048053369
186,260,0.002096724406431294
186,208,0.001472865756166758
186,608,8.989256914447276e-05
186,636,0.00011154554669866525
186,359,8.989256914447276e-05
188,248,5.6482230890239164e-05
188,572,0.00011296446178047833
188,630,5.6482230890239164e-05
188,260,5.6482230890239164e-05
188,243,0.0013764876629509884
188,479,0.0005282350022626623
188,245,0.0006777890660003625
188,389,5.6482230890239164e-05
188,573,0.00016944669267071749
188,293,0.00016944669267071749
188,601,0.00012504131347623832
188,471,3.382974553734234e-05
188,595,3.4499551635239376e-05
189,245,0.0025655431633302677
189,377,0.0017817037105671311
189,389,0.0019821761916492342
189,551,0.00029729029809752363
189,263,7.432257452438091e-05
189,397,9.182991789182908e-05
189,593,4.0572511643831954e-05
189,550,0.00014864514904876181
189,368,0.0017921711230471963
189,618,0.0001483929728702968
189,240,0.0006215036926549681
189,258,0.00029616071181484585
189,278,1.5336021015852392e-05
199,355,0.0003292105752733048
199,359,0.0016040410141639613
199,627,0.00044433980826067906
199,608,0.00036502048856678476
199,374,0.00020399901221003475
202,244,0.001806464428507945
202,590,0.0001334580177819632
207,243,0.0003150105482008533
207,591,9.000301377167237e-05
207,359,4.5001506885836186e-05
207,601,1.3711816517199832e-05
207,260,0.0009735642929477827
207,630,0.00104880860715979
207,208,0.00036691996773780883
207,608,0.0002700090413150171
207,304,7.415410551738186e-05
207,450,9.653274627718877e-05
207,532,0.0003028436124281446
208,630,0.001798896026158284
208,260,0.0026809059596738074
208,608,0.0035710965544941617
208,634,0.000885677346813981
208,636,0.0008410037770814745
208,384,7.763384432045182e-05
208,450,9.653274627718877e-05
208,359,0.0015917617899040332
208,573,5.797886177007507e-05
208,471,0.000546063786220991
208,237,0.0007387561001794536
208,355,5.797886177007507e-05
208,591,0.0011191349665101006
208,423,0.00043006669546505783
208,627,0.00011595772354015014
208,601,0.00014338135657454982
208,357,4.432557898589489e-05
208,629,0.00016535878277153002
216,552,0.00040995435962213147
216,550,0.0006879038082132784
216,426,4.769029543917785e-05
216,448,0.00010600319816520413
216,397,0.00039664000860148093
216,243,0.0002945845234342281
216,245,6.701492904487916e-05
216,513,6.701492904487916e-05
216,549,0.00013402985808975832
216,603,6.701492904487916e-05
216,389,6.701492904487916e-05
216,403,0.00019510374175504253
216,541,4.2670231806782025e-05
221,389,0.00011105353182689111
221,551,2.776338295672278e-05
221,403,2.776338295672278e-05
221,549,0.00011105353182689111
221,559,0.0001760562878895604
221,245,2.776338295672278e-05
221,243,0.00019434368069705946
221,543,2.776338295672278e-05
221,550,8.329014887016835e-05
221,552,2.776338295672278e-05
221,472,0.00026767675809613486
221,578,0.0002468251918386408
225,577,0.0005420824731968994
225,403,0.00036138831546459957
225,479,0.00018069415773229978
225,441,0.0020764887896355883
225,245,0.00018069415773229978
225,551,0.00018069415773229978
225,299,0.001024349070613548
225,523,0.0014742927067733812
225,493,0.00027009073240061234
225,293,5.2024908343585375e-05
225,377,0.00029661093875818674
225,579,0.00017572223063951571
225,264,0.0006928972857808801
225,590,0.0005143392021872078
225,270,0.00021278987671706883
225,578,2.160165541100537e-05
228,478,0.000197969599626491
228,579,8.674850814371302e-05
228,357,0.0011796667841664711
237,243,0.0004713003531751768
237,389,0.0002356501765875884
237,591,0.00012664890574453142
237,493,3.927502943126473e-05
237,357,0.00015710011772505892
237,471,0.00010148923661202703
237,630,0.00019637514715632366
237,260,3.927502943126473e-05
237,636,3.927502943126473e-05
237,304,7.855005886252946e-05
237,450,7.855005886252946e-05
237,608,7.277338585895743e-05
240,368,3.9015165668596156e-05
240,248,1.9507582834298078e-05
240,278,1.9507582834298078e-05
240,618,0.00020544092823832855
240,578,3.9015165668596156e-05
240,568,1.9507582834298078e-05
240,624,3.276028621045625e-05
240,389,0.0014372589374821222
240,243,0.00029710774518455633
240,591,1.9507582834298078e-05
240,245,1.9507582834298078e-05
240,629,1.9507582834298078e-05
240,559,0.00010085925834819085
243,389,0.008003619473015939
243,403,0.003200925663895611
243,551,0.0038492871861805673
243,245,0.003960025477452217
243,249,0.000285695987939982
243,543,0.0003660153166212298
243,493,0.0006157588580358782
243,559,0.00026878182753376054
243,365,0.0009698900553913826
243,579,0.0011542177880013804
243,601,0.0011946784549278005
243,263,0.0001605546653444698
243,293,0.0029313146284956357
243,357,0.0003378569812880494
243,479,0.0020705545045531567
243,573,0.0019299043279482862
243,299,0.00012087828195204899
243,315,0.00014360367210184682
243,359,6.851934110808725e-05
243,397,0.00014005874693958538
243,459,3.727998226455626e-05
243,523,9.393950948052276e-05
243,541,4.2670231806782025e-05
243,591,8.73738763132667e-05
243,593,4.0572511643831954e-05
243,595,6.899910327047875e-05
243,264,0.0004920636356607504
243,572,0.004441135486006584
243,550,0.0034033678045338085
243,552,0.0001605546653444698
243,580,0.00029961265754031976
243,308,0.0008619073515355382
243,578,0.00029016459781050204
