name_en,name_zh,url
Kang Senghui,康僧会,/wiki/Kang_Senghui
Kang Tai,康泰,/wiki/Kang_Tai
Kebineng,轲比能,/wiki/Kebineng
Kong Rong,孔融,/wiki/Kong_Rong
Kong Zhou,孔伷,/wiki/Kong_Zhou
Kuai Liang,蒯良,/wiki/Kuai_Liang
Kuai Yue,蒯越,/wiki/Kuai_Yue
Lai Min,来敏,/wiki/Lai_Min
Li Dian,李典,/wiki/Li_Dian
Li Feng,李丰,/wiki/Li_Feng_(Cao_Wei)
Li Fu,李福,/wiki/Li_Fu
Li Hui,李恢,/wiki/Li_Hui_(Three_Kingdoms)
Li Jue,李傕,/wiki/Li_Jue_(Han_dynasty)
Li Miao,李邈,/wiki/Li_Miao_(Three_Kingdoms)
Li Ru,李儒,/wiki/Li_Ru
Li Sheng,李胜,/wiki/Li_Sheng_(Three_Kingdoms)
Li Su,李肃,/wiki/Li_Su_(Han_dynasty)
Li Tong,李通,/wiki/Li_Tong_(Wenda)
Li Xiu,李休,/wiki/Li_Xiu
Li Yan,李严,/wiki/Li_Yan_(Three_Kingdoms)
Li Zhuan,李譔,/wiki/Li_Zhuan
Liang Mao,凉茂,/wiki/Liang_Mao
Liang Xi,梁习,/wiki/Liang_Xi
Liang Yu,梁寓,/wiki/Liang_Yu
Liao Hua,廖化,/wiki/Liao_Hua
Liao Li,廖立,/wiki/Liao_Li
Ling Cao,凌操,/wiki/Ling_Cao
Ling Tong,凌统,/wiki/Ling_Tong
Liu Ba,刘巴,/wiki/Liu_Ba
Liu Bao,刘豹,/wiki/Liu_Bao
Liu Bei,刘备,/wiki/Liu_Bei
Liu Bian,刘辩,/wiki/Liu_Bian
Liu Biao,刘表,/wiki/Liu_Biao
Liu Chen,刘谌,/wiki/Liu_Chen
Liu Chong,刘宠,/wiki/Liu_Chong_(Prince_Min_of_Chen)
Liu Cong,刘琮,/wiki/Liu_Cong_(Han_dynasty)
Liu Dai,刘岱,/wiki/Liu_Dai
Liu Du,刘度,/wiki/Liu_Du_(warlord)
Liu Feng,刘封,/wiki/Liu_Feng
Liu Fu,刘馥,/wiki/Liu_Fu_(Yuanying)
Liu Han,刘汉,/wiki/Liu_Han
Liu Hui,刘徽,/wiki/Liu_Hui
Liu Ji,刘基,/wiki/Liu_Ji_(Three_Kingdoms)
Liu Li,刘理,/wiki/Liu_Li_(Three_Kingdoms)
Liu Ling,刘伶,/wiki/Liu_Ling_(poet)
Liu Qi,刘琦,/wiki/Liu_Qi_(Liu_Biao%27s_son)
Liu Qiao,刘乔,/wiki/Liu_Qiao
Liu Shan,刘禅,/wiki/Liu_Shan
Liu Shao,刘劭,/wiki/Liu_Shao_(Three_Kingdoms)
Liu Xuan,刘璇/刘璿,/wiki/Liu_Xuan_(Three_Kingdoms)
Liu Xun,刘勋,/wiki/Liu_Xun_(warlord)
Liu Yan,刘焉,/wiki/Liu_Yan_(Han_dynasty_warlord)
Liu Yao,刘繇,/wiki/Liu_Yao_(warlord)
Liu Ye,刘晔,/wiki/Liu_Ye_(Three_Kingdoms)
Liu Yong,刘永,/wiki/Liu_Yong_(Three_Kingdoms)
Liu Yu,刘虞,/wiki/Liu_Yu_(warlord)
Liu Zan,留赞,/wiki/Liu_Zan
Liu Zhang,刘璋,/wiki/Liu_Zhang_(warlord)
Lou Gui,娄圭,/wiki/Lou_Gui
Lou Xuan,楼玄,/wiki/Lou_Xuan
Lu Ji,陆机,/wiki/Lu_Ji_(Shiheng)
Lu Jing,陆景,/wiki/Lu_Jing
Lu Kai,陆凯,/wiki/Lu_Kai
Lu Kang,陆抗,/wiki/Lu_Kang_(Three_Kingdoms)
Lu Mao,陆瑁,/wiki/Lu_Mao
Lu Su,鲁肃,/wiki/Lu_Su
Lu Ting,卢挺,/wiki/Lu_Ting
Lu Xun,陆逊,/wiki/Lu_Xun_(Three_Kingdoms)
Lu Yin,陆胤,/wiki/Lu_Yin_(Three_Kingdoms)
Lu Zhi,卢植,/wiki/Lu_Zhi_(Han_dynasty)
Lü Boshe,吕伯奢,/wiki/L%C3%BC_Boshe
Lü Bu,吕布,/wiki/L%C3%BC_Bu
Lü Dai,吕岱,/wiki/L%C3%BC_Dai
Lü Fan,吕范,/wiki/L%C3%BC_Fan
Lü Ju,吕据,/wiki/L%C3%BC_Ju
Lü Kai,吕凯,/wiki/L%C3%BC_Kai
Lü Meng,吕蒙,/wiki/L%C3%BC_Meng
Lü Yi,吕乂,/wiki/L%C3%BC_Yi_(Shu_Han)
Luo Tong,骆统,/wiki/Luo_Tong
Luo Xian,罗宪,/wiki/Luo_Xian
Ma Chao,马超,/wiki/Ma_Chao
Ma Dai,马岱,/wiki/Ma_Dai
Ma Jun,马钧,/wiki/Ma_Jun
Ma Liang,马良,/wiki/Ma_Liang_(Three_Kingdoms)
Ma Midi,马日磾,/wiki/Ma_Midi
Ma Su,马谡,/wiki/Ma_Su
Ma Teng,马腾,/wiki/Ma_Teng
Ma Zhong,马忠,/wiki/Ma_Zhong_(Shu_Han)
Man Chong,满宠,/wiki/Man_Chong
Empress Mao,毛皇后,/wiki/Empress_Mao_(Ming)
Mao Jie,毛玠,/wiki/Mao_Jie
Meng Da,孟达,/wiki/Meng_Da
Meng Guang,孟光,/wiki/Meng_Guang
Meng Huo,孟获,/wiki/Meng_Huo
Lady Mi,麋氏,/wiki/Lady_Mi
Mi Fang,麋芳,/wiki/Mi_Fang
Mi Heng,祢衡,/wiki/Mi_Heng
Mi Zhu,麋竺,/wiki/Mi_Zhu
Niu Fu,牛辅,/wiki/Niu_Fu
Niu Jin,牛金,/wiki/Niu_Jin
Empress Pan,潘皇后,/wiki/Empress_Pan_(Da)
Pan Jun,潘濬,/wiki/Pan_Jun
Pan Zhang,潘璋,/wiki/Pan_Zhang
Pang De,庞德,/wiki/Pang_De
Pang Ji,逢纪,/wiki/Pang_Ji
Pang Tong,庞统,/wiki/Pang_Tong
Pang Xi,庞羲,/wiki/Pang_Xi
Pei Xiu,裴秀,/wiki/Pei_Xiu
Peng Yang,彭羕,/wiki/Peng_Yang_(Han_dynasty)
Puyang Xing,濮阳兴,/wiki/Puyang_Xing
Qian Hong,牵弘,/wiki/Qian_Hong_(Jin_dynasty)
Qian Zhao,牵招,/wiki/Qian_Zhao
Qiao Mao,桥瑁,/wiki/Qiao_Mao
Qiao Xuan,桥玄,/wiki/Qiao_Xuan
Qiao Zhou,谯周,/wiki/Qiao_Zhou
Qin Lang,秦朗,/wiki/Qin_Lang
Qin Mi,秦宓,/wiki/Qin_Mi
Qin Song,秦松,/wiki/Qin_Song
Qin Yilu,秦宜禄,/wiki/Qin_Yilu
Qiuliju,丘力居,/wiki/Qiuliju
Qu Yi,麴义,/wiki/Qu_Yi
Quan Cong,全琮,/wiki/Quan_Cong
Quan Huijie,全惠解,/wiki/Empress_Quan_Huijie
Ren Jun,任峻,/wiki/Ren_Jun
Ruan Ji,阮籍,/wiki/Ruan_Ji
Ruan Xian,阮咸,/wiki/Ruan_Xian
Shamoke,沙摩柯,/wiki/Shamoke
Shan Tao,山涛,/wiki/Shan_Tao_(Taoist)
Shen Pei,审配,/wiki/Shen_Pei
Sheng Xian,盛宪,/wiki/Sheng_Xian
Shi Chong,石崇,/wiki/Shi_Chong
Shi Ji,施绩,/wiki/Shi_Ji_(Three_Kingdoms)
Shi Ren,士仁,/wiki/Shi_Ren
Shi Wei,石伟,/wiki/Shi_Wei
Shi Xie,士燮,/wiki/Shi_Xie
Shi Yi,是仪,/wiki/Shi_Yi_(Eastern_Wu)
Sima Fang,司马防,/wiki/Sima_Fang
Sima Fu,司马孚,/wiki/Sima_Fu
Sima Hui,司马徽,/wiki/Sima_Hui
Sima Lang,司马朗,/wiki/Sima_Lang
Sima Liang,司马亮,/wiki/Sima_Liang
Sima Lun,司马伦,/wiki/Sima_Lun
Sima Shi,司马师,/wiki/Sima_Shi
Sima Wang,司马望,/wiki/Sima_Wang
Sima Yi,司马懿,/wiki/Sima_Yi
Sima You,司马攸,/wiki/Sima_You
Sima Zhao,司马昭,/wiki/Sima_Zhao
Sima Zhi,司马芝,/wiki/Sima_Zhi
Sima Zhou,司马伷,/wiki/Sima_Zhou
Song Qian,宋谦,/wiki/Song_Qian_(Eastern_Wu)
Su Yu,苏愉,/wiki/Su_Yu
Su Ze,苏则,/wiki/Su_Ze
Lady Sun,孙氏,/wiki/Lady_Sun
Sun Ba,孙霸,/wiki/Sun_Ba
Sun Ben,孙贲,/wiki/Sun_Ben
Sun Ce,孙策,/wiki/Sun_Ce
Sun Chen,孙綝,/wiki/Sun_Chen
Sun Chu,孙楚,/wiki/Sun_Chu
Sun Deng,孙登,/wiki/Sun_Deng_(Eastern_Wu)
Sun Fen,孙奋,/wiki/Sun_Fen
Sun Fu,孙辅,/wiki/Sun_Fu
Sun Hao,孙皓,/wiki/Sun_Hao
Sun He,孙和,/wiki/Sun_He_(Zixiao)
Sun Huan,孙桓,/wiki/Sun_Huan_(Shuwu)
Sun Jian,孙坚,/wiki/Sun_Jian
Sun Jiao,孙皎,/wiki/Sun_Jiao
Sun Jing,孙静,/wiki/Sun_Jing
Sun Jun,孙峻,/wiki/Sun_Jun_(Three_Kingdoms)
Sun Kuang,孙匡,/wiki/Sun_Kuang
Sun Lang,孙朗,/wiki/Sun_Lang
Sun Li,孙礼,/wiki/Sun_Li_(Three_Kingdoms)
Sun Liang,孙亮,/wiki/Sun_Liang
Sun Lü,孙虑,/wiki/Sun_L%C3%BC
Sun Luban,孙鲁班,/wiki/Sun_Luban
Sun Luyu,孙鲁育,/wiki/Sun_Luyu
Sun Qian,孙干,/wiki/Sun_Qian
Sun Quan,孙权,/wiki/Sun_Quan
Sun Shao,孙韶,/wiki/Sun_Shao_(general)
Sun Xiu,孙休,/wiki/Sun_Xiu_(emperor)
Sun Yan,孙炎,/wiki/Sun_Yan
Sun Yi,孙翊,/wiki/Sun_Yi_(Sun_Jian%27s_son)
Sun Yu,孙瑜,/wiki/Sun_Yu_(Han_dynasty)
Sun Zheng,孙拯,/wiki/Sun_Zheng
Tadun,蹋顿,/wiki/Tadun
Taishi Ci,太史慈,/wiki/Taishi_Ci
Taishi Xiang,太史享,/wiki/Taishi_Xiang
Consort Tang,唐氏,/wiki/Consort_Tang_(Han_dynasty)
Tang Zi,唐咨,/wiki/Tang_Zi
Tao Huang,陶璜,/wiki/Tao_Huang
Tao Jun,陶浚/陶濬,/wiki/Tao_Jun_(Three_Kingdoms)
Tao Qian,陶谦,/wiki/Tao_Qian_(Han_dynasty)
Teng Fanglan,滕芳兰,/wiki/Teng_Fanglan
Teng Xiu,滕修,/wiki/Teng_Xiu
Teng Yin,滕胤,/wiki/Teng_Yin
Tian Feng,田丰,/wiki/Tian_Feng
Tian Kai,田楷,/wiki/Tian_Kai
Tian Xu,田续,/wiki/Tian_Xu
Tian Yu,田豫,/wiki/Tian_Yu
Tuoba Liwei,拓跋力微,/wiki/Tuoba_Liwei
Wan Yu,万彧,/wiki/Wan_Yu
Empress Wang,王皇后,/wiki/Empress_Wang_(Cao_Fang)
Wang Bi,王弼,/wiki/Wang_Bi
Wang Can,王粲,/wiki/Wang_Can
Wang Chang,王昶,/wiki/Wang_Chang_(Three_Kingdoms)
Wang Fan,王蕃,/wiki/Wang_Fan
Wang Fu,王甫,/wiki/Wang_Fu_(Three_Kingdoms)
Wang Guan,王观,/wiki/Wang_Guan
Wang Guang,王广,/wiki/Wang_Guang
Wang Hong,王宏,/wiki/Wang_Hong
Wang Ji,王基,/wiki/Wang_Ji_(Three_Kingdoms)
Wang Jing,王经,/wiki/Wang_Jing_(Three_Kingdoms)
Wang Jun,王濬,/wiki/Wang_Jun_(Jin_dynasty)
Wang Kuang,王匡,/wiki/Wang_Kuang
Wang Lang,王朗,/wiki/Wang_Lang
Wang Lian,王连,/wiki/Wang_Lian
Wang Ling,王凌,/wiki/Wang_Ling_(Three_Kingdoms)
Wang Mo,王默,/wiki/Wang_Mo
Wang Ping,王平,/wiki/Wang_Ping_(Three_Kingdoms)
Wang Qian,王虔,/wiki/Wang_Qian
Wang Rong,王戎,/wiki/Wang_Rong_(Jin_dynasty)
Wang Shuang,王双,/wiki/Wang_Shuang_(Cao_Wei)
Wang Su,王肃,/wiki/Wang_Su
Wang Tu,王图,/wiki/Wang_Tu
Wang Xiang,王祥,/wiki/Wang_Xiang
Wang Xiu,王修,/wiki/Wang_Xiu_(Han_dynasty)
Wang Ye,王业,/wiki/Wang_Ye_(Three_Kingdoms)
Wang Yi,王异,/wiki/Wang_Yi_(wife_of_Zhao_Ang)
Wang Yuanji,王元姬,/wiki/Wang_Yuanji
Wang Yun,王允,/wiki/Wang_Yun_(Han_dynasty)
Wang Ze,王泽,/wiki/Wang_Ze
Wang Zhong,王忠,/wiki/Wang_Zhong_(Three_Kingdoms)
Wei Feng,魏讽,/wiki/Wei_Feng
Wei Gu,卫固,/wiki/Wei_Gu
Wei Guan,卫瓘,/wiki/Wei_Guan
Wei Heng,卫恒,/wiki/Wei_Heng
Wei Kang,韦康,/wiki/Wei_Kang
Wei Shu,魏舒,/wiki/Wei_Shu
Wei Yan,魏延,/wiki/Wei_Yan
Wei Zhao,韦昭/韦曜,/wiki/Wei_Zhao_(Three_Kingdoms)
Wei Zi,卫兹,/wiki/Wei_Zi
Wen Chou,文丑,/wiki/Wen_Chou
Wen Hui,温恢,/wiki/Wen_Hui
Wen Ping,文聘,/wiki/Wen_Ping
Wen Qin,文钦,/wiki/Wen_Qin
Wen Yang,文鸯,/wiki/Wen_Yang_(Three_Kingdoms)
Empress Wu,吴皇后,/wiki/Empress_Wu_(Zhaolie)
Lady Wu,吴氏,/wiki/Lady_Wu_(Sun_Jian%27s_wife)
Wu Ban,吴班,/wiki/Wu_Ban
Wu Can,吾粲,/wiki/Wu_Can
Wu Fan,吴范,/wiki/Wu_Fan
Wu Fu,伍孚,/wiki/Wu_Fu
Wu Jing,吴景,/wiki/Wu_Jing_(Han_dynasty)
Wu Kang,吴康,/wiki/Wu_Kang
Wu Qiong,伍琼,/wiki/Wu_Qiong
Wu Yi,吴懿,/wiki/Wu_Yi_(Three_Kingdoms)
Wu Ying,吴应,/wiki/Wu_Ying
Wu Zhi,吴质,/wiki/Wu_Zhi
Xi Zheng,郤正,/wiki/Xi_Zheng
Xiahou Ba,夏侯霸,/wiki/Xiahou_Ba
Xiahou Dun,夏侯惇,/wiki/Xiahou_Dun
Xiahou He,夏侯和,/wiki/Xiahou_He
Xiahou Hui,夏侯惠,/wiki/Xiahou_Hui
Xiahou Mao,夏侯楙,/wiki/Xiahou_Mao
Xiahou Shang,夏侯尚,/wiki/Xiahou_Shang
Xiahou Wei,夏侯威,/wiki/Xiahou_Wei
Xiahou Xuan,夏侯玄,/wiki/Xiahou_Xuan
Xiahou Yuan,夏侯渊,/wiki/Xiahou_Yuan
Xiang Chong,向宠,/wiki/Xiang_Chong_(Three_Kingdoms)
Xiang Lang,向朗,/wiki/Xiang_Lang
Xiang Xiu,向秀,/wiki/Xiang_Xiu
Lady Xie,谢氏,/wiki/Lady_Xie
Xin Pi,辛毗,/wiki/Xin_Pi
Xin Ping,辛评,/wiki/Xin_Ping
Xin Xianying,辛宪英,/wiki/Xin_Xianying
Xing Yong,邢颙,/wiki/Xing_Yong
Lady Xu,徐氏,/wiki/Lady_Xu_(Sun_Yi)
Xu Chu,许褚,/wiki/Xu_Chu
Xu Ci,许慈,/wiki/Xu_Ci
Xu Gan,徐干,/wiki/Xu_Gan
Xu Gong,许贡,/wiki/Xu_Gong
Xu Huang,徐晃,/wiki/Xu_Huang
Xu Jing,许靖,/wiki/Xu_Jing_(Three_Kingdoms)
Xu Miao,徐邈,/wiki/Xu_Miao
Xu Ping,徐平,/wiki/Xu_Ping
Xu Rong,徐荣,/wiki/Xu_Rong_(general)
Xu Shao,许劭,/wiki/Xu_Shao
Xu Sheng,徐盛,/wiki/Xu_Sheng
Xu Shu,徐庶,/wiki/Xu_Shu
Xu Xuan,徐宣,/wiki/Xu_Xuan
Xu You,许攸,/wiki/Xu_You_(Han_dynasty)
Xu Yun,许允,/wiki/Xu_Yun
Xue Xu,薛珝,/wiki/Xue_Xu
Xue Ying,薛莹,/wiki/Xue_Ying
